Codigo,Entidad,Nombre Fantasia,Comuna,Longitud,Latitud
92989,Fullcarga,LA BODEGUITA PUDAHUEL,Pudahuel,-70.7478359571688,-33.46534912978707
92991,Fullcarga,GISELLE PUDAHUEL,Pudahuel,-70.76990123,-33.44499871
92993,Fullcarga,RUFINA PUDAHUEL,Pudahuel,-70.759383,-33.445429
92997,Fullcarga,MARCELA PUDAHUEL,Pudahuel,-70.7641508333333,-33.45579078125
93000,Fullcarga,ROSA AURORA VEJAR MUNOZ P,Pudahuel,-70.74805057,-33.43167562
93001,Fullcarga,MILAGRO PUDAHUEL,Pudahuel,-70.7561085,-33.45953261
93002,Fullcarga,FARM ARAVIL PROVIDENCIA,Providencia,-70.61482773,-33.42607666
93004,Fullcarga,LUCHITO PUDAHUEL,Pudahuel,-70.732815,-33.4655
93005,Fullcarga,OPTICA LOS ALPES,Providencia,-70.6105608,-33.42208513
93009,Fullcarga,CHINITA,Providencia,-70.60710371773851,-33.4201392551661
93010,Fullcarga,RENACA EXPLOTE PROVIDENCIA,Providencia,-70.61668312,-33.43437847
93011,Fullcarga,DOBLETE,Providencia,-70.58553641950459,-33.4373560229791
93013,Fullcarga,MANUEL GUILLERMO PROVIDENCIA,Providencia,-70.61917619,-33.44636111
93015,Fullcarga,MARIA,Providencia,-70.6199375639668,-33.4397265449611
93016,Fullcarga,EL AGUILUCHO PROVIDENCIA,Providencia,-70.59451988,-33.44259466
93017,Fullcarga,FERRETERIA NUEVA BILBAO P,Providencia,-70.60068563,-33.43710725
93019,Fullcarga,POLLA LOTERIA LOTO,Providencia,-70.60975562,-33.43137034
93020,Fullcarga,CHOCOLATE PROVIDENCIA,Providencia,-70.6096608391615,-33.431234738582
93021,Fullcarga,TODO SABROSO MARKET PROVI,Providencia,-70.61954422883791,-33.433578464834106
93022,Fullcarga,BAZAR ENTRES DOS,Providencia,-70.6154392530326,-33.440515361433604
93026,Fullcarga,AXEL QUILICURA,Quilicura,-70.7107016666667,-33.338898333333304
93027,Fullcarga,NICOLE QUILICURA,Quilicura,-70.7385015672657,-33.36250671461
93030,Fullcarga,BERNARDITA QUILICURA,Quilicura,-70.72129821,-33.37034394
93033,Fullcarga,MARIA ALICIA DIAZ VELOZO,Quilicura,-70.7166498145209,-33.371676365008696
93035,Fullcarga,REGINA CLEMENCIA ZUNIGA B,Quilicura,-70.7524470056497,-33.35948293785311
93038,Fullcarga,ALONSO QUILICURA,Quilicura,-70.74591777,-33.3505927
93039,Fullcarga,NICOLAS QUILICURA,Quilicura,-70.71772995,-33.35934847
93041,Fullcarga,CONNY QUILICURA,Quilicura,-70.74564640350877,-33.35310271929825
93047,Fullcarga,ALMACEN MIRIAM QUILICURA,Quilicura,-70.74922011526891,-33.36404003066
93048,Fullcarga,EL ZAR QUILICURA,Quilicura,-70.74023791666667,-33.34870065972223
93056,Fullcarga,PIMIENTA Y CANELA,Quilicura,-70.73390259,-33.35202345
93074,Fullcarga,CONIMAX QUILICURA,Quilicura,-70.75742318,-33.36231768
93077,Fullcarga,SANTA CORINA,Ñuñoa,-70.6024604420646,-33.455291188517066
93079,Fullcarga,LIBRERIA STUDIO NUNOA,Ñuñoa,-70.59312693674009,-33.4554635365965
93088,Fullcarga,BAZAR R Y R QUILICURA,Quilicura,-70.7515831538182,-33.35408487500106
93092,Fullcarga,ALMACEN EL TITO QUILICURA,Quilicura,-70.7226608,-33.35004179
93093,Fullcarga,YASNA QUILICURA,Quilicura,-70.75369884814816,-33.3606313777778
93094,Fullcarga,M Y M QUILICURA,Quilicura,-70.73340096,-33.36449664
93095,Fullcarga,PATITO QUILICURA,Quilicura,-70.74998171568626,-33.35648367647059
93098,Fullcarga,LA PLUMA NUNOA,Ñuñoa,-70.6061936,-33.44600192
93099,Fullcarga,LOS BIANCOS,Ñuñoa,-70.58686872,-33.47065
93101,Fullcarga,COM NINO NUNOA,Ñuñoa,-70.62718765,-33.45158624
93102,Fullcarga,BELORADO NUNOA,Ñuñoa,-70.62036234,-33.44999674
93104,Fullcarga,EL RINCON NUNOA,Ñuñoa,-70.61681379,-33.45166628
93105,Fullcarga,YULI QUILICURA,Quilicura,-70.74933226,-33.3637617
93106,Fullcarga,QUISCO NANCYTA NUNOA,Ñuñoa,-70.61341947,-33.47072976
93107,Fullcarga,BIP INTERNET POLLA LOTERIA RECARGAS,Ñuñoa,-70.60120931,-33.46419005
93108,Fullcarga,MANOLITO  ,Ñuñoa,-70.61579794330609,-33.47006010315401
93111,Fullcarga,CARYMBOS´Z,Ñuñoa,-70.58202784,-33.46815175
93113,Fullcarga,PAOLA CASTRO CASTILLO NUN,Ñuñoa,-70.57261902,-33.45376913
93115,Fullcarga,LOS VINEDOS DEL CON. NUNO,Ñuñoa,-70.61240075,-33.45500024
93118,Fullcarga,EKEKO NUNOA,Ñuñoa,-70.5885120479252,-33.4552909737843
93119,Fullcarga,COMERCIAL FRITZ LTDA,Ñuñoa,-70.58514975606029,-33.446527465437995
93120,Fullcarga,IL TABAC NUNOA,Ñuñoa,-70.58176967101991,-33.4484717989
93126,Fullcarga,SAN PANCRACIO QUILICURA,Quilicura,-70.7264445067223,-33.3657513687999
93150,Fullcarga,CARLOS MORALES QTA NORMAL,Quinta Normal,-70.70470249,-33.44096229
93152,Fullcarga,TIA ZUNI QTA NORMAL,Quinta Normal,-70.71201085,-33.41653532
93155,Fullcarga,EL SHADDAI,Quilicura,-70.74591615384617,-33.36061025641025
93158,Fullcarga,BAZAR VALENTINO,Quilicura,-70.71362763,-33.36662418
93161,Fullcarga,SOC.COM.DICER . QTA NORMA,Quinta Normal,-70.70017093,-33.43944364
93164,Fullcarga,DANA QTA NORMAL,Quinta Normal,-70.69008763,-33.42251743
93168,Fullcarga,MIGUEL PACHECO QTA NORMAL,Quinta Normal,-70.70352924,-33.42469634
93170,Fullcarga,VIDEO CLUB FERNANDA QTA N,Quinta Normal,-70.71453711805556,-33.41268781249999
93172,Fullcarga,MINIMARKET DANAE QTA NORM,Quinta Normal,-70.70633576,-33.41216238
93174,Fullcarga,FARM ESPOZ QTA NORMAL,Quinta Normal,-70.69591209999999,-33.42254129
93175,Fullcarga,MACARENA QTA NORMAL,Quinta Normal,-70.71445313,-33.42660943
93180,Fullcarga,IBANEZ QUINTA NORMAL,Quinta Normal,-70.7078044218881,-33.4279226467831
93181,Fullcarga,AVICOLA AARON,Quinta Normal,-70.7092374622866,-33.427373182295604
93185,Fullcarga,BAZAR MP 7,Quinta Normal,-70.72021202380955,-33.41274077380952
93186,Fullcarga,YASNA Y CARLITOS,Cerro Navia,-70.71809107269225,-33.42158708715753
93187,Fullcarga,JORGE DIAZ EIRL,Quinta Normal,-70.7109945,-33.42318036
93188,Fullcarga,MI CHIQUITA,Cerro Navia,-70.74275173868828,-33.42973599076149
93191,Fullcarga,ALMACEN OESTE CERRO NAVIA,Cerro Navia,-70.7495999,-33.41681204
93193,Fullcarga,CARLOS HUMBERTO VEJAR MUN,Cerro Navia,-70.74431176,-33.42604146
93194,Fullcarga,BAZAR WALL-E,Cerro Navia,-70.7369795,-33.42294049
93195,Fullcarga,SANTA CECILIA CERRO NAVIA,Cerro Navia,-70.765152,-33.418126
93199,Fullcarga,CYNTHIA CERRO NAVIA,Cerro Navia,-70.72697095628419,-33.436841256830604
93200,Fullcarga,M Y F,Cerro Navia,-70.7674376,-33.4152424
93204,Fullcarga,JC CERRO NAVIA,Cerro Navia,-70.729302,-33.418337
93205,Fullcarga,ALEX CERRO NAVIA,Cerro Navia,-70.74098328,-33.41943004
93206,Fullcarga,VICTORIA CERRO NAVIA,Cerro Navia,-70.71970593,-33.41844849
93207,Fullcarga,AGUCHAVE CERRO NAVIA,Cerro Navia,-70.72729343,-33.41701859
93208,Fullcarga,SANTA MARIA CERRO NAVIA,Cerro Navia,-70.76526912,-33.41778876
93209,Fullcarga,BOTILLERIA GERALDINE CERR,Cerro Navia,-70.73329193,-33.43467274
93210,Fullcarga,EL NACHO CERRO NAVIA,Cerro Navia,-70.74680618,-33.42124126
93211,Fullcarga,DONDE LA ABUELA CERRO NAV,Cerro Navia,-70.74054895348836,-33.41546205426357
93213,Fullcarga,FRUTOS AVEJAS LTDA,Peñalolen,-70.57840222222222,-33.50642888888889
93228,Fullcarga,AUDINA DIAZ CERRO NAVIA,Cerro Navia,-70.7544615079365,-33.41463527777777
93229,Fullcarga,COM MAGALY CERRO NAVIA,Cerro Navia,-70.73944918,-33.41513585
93243,Fullcarga,LAPICITO,Cerro Navia,-70.76203631,-33.41734716
93245,Fullcarga,KIOSKO,Las Condes,-70.59777188824192,-33.416912598374466
93247,Fullcarga,JOSE LUIS,Providencia,-70.58864248154876,-33.43488920057505
93249,Fullcarga,EL NARANJO,Las Condes,-70.53379805555555,-33.42166284722223
93253,Fullcarga,EL CISNE,El Bosque,-70.67483386739862,-33.56611016187268
93258,Fullcarga,HUGO GUZMAN,Pudahuel,-70.76075797523255,-33.45573507441057
93260,Fullcarga,COM DEUTSCHI,Renca,-70.7230351467676,-33.3968660503254
93265,Fullcarga,BAZAR NOR YEN CERRO NAVIA,Cerro Navia,-70.75475425,-33.41905976
93268,Fullcarga,MINIMARKET AHORA SI ,Cerro Navia,-70.73279666666669,-33.42464803030303
93270,Fullcarga,EL GUATON VERA,Cerro Navia,-70.74669402538859,-33.4224044950672
93271,Fullcarga,ROSALIA ELIANETH ARANZAEZ,Cerro Navia,-70.72260622222221,-33.43353933333334
93272,Fullcarga,MINIMARKET,Cerro Navia,-70.7363802777778,-33.43486972222221
93294,Fullcarga,ERNA TROPAN,Pudahuel,-70.76309458333333,-33.42989791666666
93300,Fullcarga,ERBI - SANTA ROSA,Santiago,-70.64552388888889,-33.44634833333333
93313,Fullcarga,EL CRISTO,Puente Alto,-70.5625191115732,-33.59725446056499
93314,Fullcarga,LULY,La Florida,-70.5872657793765,-33.51445160671461
93317,Fullcarga,ALMACEN LA ESQUINA ,Puente Alto,-70.6015300378788,-33.573083068181816
93318,Fullcarga,LAS TRES HERMANAS,Puente Alto,-70.58939683333334,-33.5865825
93337,Fullcarga,MI AMIGA FELIZ MARLENE,Maipu,-70.724481413,-33.4764117839999
93343,Fullcarga,LA VEGUITA,Maipu,-70.7439711111111,-33.496584999999996
93346,Fullcarga,CIBERGAMERS,Puente Alto,-70.55483075636991,-33.580519651143696
93371,Fullcarga,EDITH MOYA,Ñuñoa,-70.606392,-33.470201666666654
93376,Fullcarga,ROSA  ,Cerro Navia,-70.73934890242971,-33.418238877884605
93401,Fullcarga,RENE PTE ALTO,Puente Alto,-70.556202,-33.58065178
93402,Fullcarga,SAN ALBERTO PTE ALTO,Puente Alto,-70.59587299999998,-33.60902033333334
93405,Fullcarga,MARSAN PTE ALTO,Puente Alto,-70.56803291666667,-33.594486666666675
93411,Fullcarga,PUNTO BIP JUNNY PTE ALTO,Puente Alto,-70.55839858974359,-33.58062512820513
93414,Fullcarga,MARSAN PTE ALTO,Puente Alto,-70.57312698,-33.59738003
93416,Fullcarga,VERONICA ROJAS PTE ALTO,Puente Alto,-70.55065583,-33.55777658
93420,Fullcarga,DINELY,Puente Alto,-70.58813290123454,-33.628408641975305
93421,Fullcarga,EL CHAYAVIENTOS PTE ALTO,Puente Alto,-70.57131338,-33.58224125
93435,Fullcarga,TRINIDAD PTE ALTO,Puente Alto,-70.57188473958334,-33.57181430208335
93436,Fullcarga,CARNICERIA RP PTE ALTO,Puente Alto,-70.55498133333332,-33.58434705555556
93437,Fullcarga,CACHUREO PTE ALTO,Puente Alto,-70.56659569444443,-33.56360486111112
93440,Fullcarga,GLADYS HERNANDEZ FLORES P,Puente Alto,-70.57586492098349,-33.576063253003
93442,Fullcarga,ALMACEN DON TONO PTE ALTO,Puente Alto,-70.57410804,-33.56612817
93443,Fullcarga,SANTA ELVIRA PTE ALTO,Puente Alto,-70.61946124,-33.619653899999996
93444,Fullcarga,EL ALBA PTE ALTO,Puente Alto,-70.55821263888889,-33.550605138888905
93445,Fullcarga,BAZAR VIKINGO PTE ALTO,Puente Alto,-70.56970397369878,-33.57675365586931
93446,Fullcarga,T & K,Puente Alto,-70.59975399,-33.58799392
93447,Fullcarga,NOCEDAL PTE ALTO,Puente Alto,-70.59388100000001,-33.625508
93449,Fullcarga,LA VECI,La Florida,-70.58278145833334,-33.515716250000004
93450,Fullcarga,BAZAR,La Florida,-70.59172644542144,-33.48064182320865
93452,Fullcarga,MINIMARKET KAREN LA FLORI,La Florida,-70.59178151,-33.56978123
93454,Fullcarga,ENRIQUE SANHUEZA OSSES (C),La Florida,-70.57901899999999,-33.522618
93455,Fullcarga,KIOSCO JULIA (C),La Florida,-70.57315899999999,-33.535349
93458,Fullcarga,SANTA TERESITA LA FLORIDA,La Florida,-70.580665,-33.53009
93459,Fullcarga,CHO CHOL LA FLORIDA,La Florida,-70.60824292611574,-33.5519605321763
93460,Fullcarga,ALFONSO RIVERA LA FLORIDA,La Florida,-70.59498416666659,-33.5617980555556
93468,Fullcarga,YENNEVA,Quilicura,-70.74139511,-33.35707248
93471,Fullcarga,COMERCIAL JAIME,Quilicura,-70.7169041723112,-33.3677272244034
93472,Fullcarga,ANGELICA GALVEZ LA FLORID,La Florida,-70.60682913157892,-33.54662704830826
93473,Fullcarga,BELEN LA FLORIDA,La Florida,-70.5983202490973,-33.56468020454632
93474,Fullcarga,DAYANA LA FLORIDA,La Florida,-70.57941576620699,-33.553064800337204
93477,Fullcarga,ELENA SOTO BENAVIDES LA F,La Florida,-70.580742,-33.53598
93478,Fullcarga,ERBI - LA FLORIDA,La Florida,-70.5785632,-33.5276372
93481,Fullcarga,EL VECINO,La Florida,-70.58071070707071,-33.51081444444445
93482,Fullcarga,WALDO CHRISTIAN RUBIO LA,La Florida,-70.56680329,-33.54975932
93483,Fullcarga,KIOSKO GRISMAN,La Florida,-70.57416103,-33.53557692
93484,Fullcarga,ALEJANDRO OLIVARES J LA F,La Florida,-70.6082311,-33.5505838
93485,Fullcarga,JUAN AVILES LA FLORIDA,La Florida,-70.61022,-33.56391
93491,Fullcarga,SANTA HELITA LA FLORIDA,La Florida,-70.5792151,-33.5178366
93492,Fullcarga,ALMACEN GEMITA,Pedro Aguirre Cerda,-70.67806633333333,-33.50583233333337
93496,Fullcarga,SANTA TERESITA,Pudahuel,-70.76758018462013,-33.43175753910851
93513,Fullcarga,LA ESQUINA MAIPU,Maipu,-70.78042765957449,-33.490112092198565
93514,Fullcarga,ALMACEN GUILLERMINA MAIPU,Maipu,-70.78937681,-33.5107584
93518,Fullcarga,LA PANCHITA MAIPU,Maipu,-70.78061761904762,-33.51529666666667
93522,Fullcarga,MARY,Quilicura,-70.73971655952381,-33.362969327380945
93542,Fullcarga,SERVICIO TOTAL MAIPU,Maipu,-70.75823032,-33.50890995
93546,Fullcarga,FARM PRINCIPAL MAIPU,Maipu,-70.75825567312238,-33.509126729223496
93547,Fullcarga,EL CIELO MAIPU,Maipu,-70.72537427,-33.47816319
93548,Fullcarga,GENESIS MAIPU,Maipu,-70.79461726358228,-33.52813158237326
93549,Fullcarga,LAS VENTANAS MAIPU,Maipu,-70.74837945878691,-33.51609891676154
93551,Fullcarga,MARY MAIPU,Maipu,-70.732787800592,-33.47228727931895
93557,Fullcarga,ALMACEN NICOLE,Maipu,-70.75545711361441,-33.4683718241639
93558,Fullcarga,JUEGOS BIP MAIPU,Maipu,-70.74858419,-33.47185115
93563,Fullcarga,LA EMERGENCIA MAIPU,Maipu,-70.74541462730645,-33.501035761646605
93564,Fullcarga,DELFA MAIPU,Maipu,-70.79747825,-33.50812291
93566,Fullcarga,ACIERTO EIRL,Maipu,-70.7579815,-33.51036202
93567,Fullcarga,FARM PRINCIPAL MAIPU,Maipu,-70.75963399,-33.51079445
93568,Fullcarga,FARM ESPOZ MAIPU,Maipu,-70.7586932221819,-33.5093289172745
93571,Fullcarga,LA VEGUITA MAIPU,Maipu,-70.7946553897474,-33.5173872646549
93572,Fullcarga,LOS PORTALES MAIPU,Maipu,-70.79145329353359,-33.5203872967394
93573,Fullcarga,MI AMIGA,Maipu,-70.7310018199462,-33.4792940549497
93575,Fullcarga,EL MONTINO MAIPU,Maipu,-70.74772708324075,-33.513439120462984
93576,Fullcarga,MINIMARKET MELITA MAIPU,Maipu,-70.75944333333331,-33.520848333333305
93577,Fullcarga,BOTILLERIA ROYAL MAIPU,Maipu,-70.77332103,-33.52704742
93581,Fullcarga,SANTA ENRIQUETA MAIPU,Maipu,-70.78455469696969,-33.51878106060605
93583,Fullcarga,PANADERIA SUPER PAN,Maipu,-70.73864587,-33.50452471
93585,Fullcarga,MINIMARKET EL TATA MAIPU,Maipu,-70.7511729710145,-33.468267536231885
93586,Fullcarga,JAMES PAUL FLORES ALCANTARA,Recoleta,-70.6430758120044,-33.4070705424299
93588,Fullcarga,GENESIS MAIPU,Maipu,-70.78729666666666,-33.53523041666666
93601,Fullcarga,MARIELA MORALES MALDONADO,Maipu,-70.770218,-33.523014
93609,Fullcarga,ALMACEN EL VECINO,Maipu,-70.7767506539588,-33.564906551918504
93613,Fullcarga,AINHOITA,Maipu,-70.74652417049509,-33.4791823206263
93635,Fullcarga,ELIZABETH MAIPU,Maipu,-70.78501372815788,-33.53516495622809
93641,Fullcarga,SANTA TERESA MAIPU,Maipu,-70.74177861,-33.49493175
93642,Fullcarga,ERBI - MAIPU,Maipu,-70.77270505861759,-33.521276027670105
93646,Fullcarga,CIRCULO AHORRO,Maipu,-70.7746379983922,-33.5440661688164
93649,Fullcarga,ANTONELLA MAIPU,Maipu,-70.7971325714537,-33.5155467605488
93650,Fullcarga,EL FILODENDRO MAIPU,Maipu,-70.78322941,-33.56641228
93656,Fullcarga,SILVANA SAAVEDRA GARCIA M,Maipu,-70.7775983908046,-33.53849965517241
93658,Fullcarga,CARYPED,Maipu,-70.78620725,-33.54117452
93659,Fullcarga,D LUKAS MAIPU,Maipu,-70.79516822,-33.50932732
93664,Fullcarga,JULY N 1 MAIPU,Maipu,-70.78442172,-33.51946834
93666,Fullcarga,NICO MAIPU,Maipu,-70.79652515151514,-33.52504719696969
93672,Fullcarga,PATODOS,Maipu,-70.74998599999999,-33.510172
93673,Fullcarga,MIS POLLITOS,Maipu,-70.78226211367065,-33.52478124303969
93678,Fullcarga,ALMACEN CHOLI MAIPU,Maipu,-70.790428,-33.51086
93685,Fullcarga,CLAUDIO MARCELO,Maipu,-70.790555,-33.558049
93690,Fullcarga,MATY,Puente Alto,-70.56908340000003,-33.5946929
93701,Fullcarga,MINIMARKET,Santiago,-70.649194821625,-33.4567028353512
93703,Fullcarga,JUANA CORTES,Santiago,-70.65565904761905,-33.43806261904762
93705,Fullcarga,LIBRERIA PINOCHO SANTIAGO,Santiago,-70.67419649,-33.45135426
93707,Fullcarga,PANAMTUR SANTIAGO,Santiago,-70.65073311,-33.43947455
93708,Fullcarga,LIBRERIA PINOCHO SANTIAGO,Santiago,-70.67744292,-33.45108665
93709,Fullcarga,ERBI - PORTUGAL,Santiago,-70.6352191908837,-33.4479135750826
93715,Fullcarga,CONFITERIA LOS PEQUES SAN,Santiago,-70.65238425,-33.43848368
93718,Fullcarga,ITALMARKET SANTIAGO,Santiago,-70.63315970000001,-33.4452993
93722,Fullcarga,DUCAL SANTIAGO,Santiago,-70.65809534,-33.43590802
93725,Fullcarga,SANTA TERESITA SANTIAGO,Santiago,-70.67510834,-33.42920522
93728,Fullcarga,DULCES TENTACIONES SANTIA,Santiago,-70.64406463625707,-33.463103145944636
93729,Fullcarga,JEAN PAUL SANTIAGO,Santiago,-70.66480647190734,-33.456992661461065
93730,Fullcarga,PROMARKET,Santiago,-70.64167659,-33.46509972
93731,Fullcarga,BOTILLERIA DON CESAR SANT,Santiago,-70.64809484848485,-33.4697559090909
93733,Fullcarga,BRAVO Y JARA LIMITADA SAN,Santiago,-70.64385126,-33.44374179
93734,Fullcarga,AYLINE,Santiago,-70.66775177,-33.43473821
93737,Fullcarga,RED SERVICE,Santiago,-70.65216904,-33.45602603
93740,Fullcarga,JOSE LUIS MALDONADO MIRAN,Santiago,-70.64904339367484,-33.43958188408329
93742,Fullcarga,DON PATO ,Santiago,-70.64650742959483,-33.46824878782476
93745,Fullcarga,PANADERIA STANDARD STGO,Santiago,-70.67146045454544,-33.47327921127945
93746,Fullcarga,PAN SANTIAGO,Santiago,-70.6786025710118,-33.431526647670196
93748,Fullcarga,EVITA,Santiago,-70.6380866065667,-33.463472987372
93761,Fullcarga,CIRCULO_NET PENALOLEN,Santiago,-70.63411537037038,-33.4530348148148
93766,Fullcarga,LA UNIVERSAL SANTIAGO (C),Santiago,-70.6368669047619,-33.46732404761905
93767,Fullcarga,EL ARCA DE NOE SANTIAGO,Santiago,-70.66520443,-33.43464144
93770,Fullcarga,NELIDA JEANNETTE DEL PILA,Santiago,-70.62846891,-33.47054878
93774,Fullcarga,DANY SANTIAGO,Santiago,-70.63686157706094,-33.47483109318996
93775,Fullcarga,PRALINE,Santiago,-70.6550942329928,-33.449117739805196
93779,Fullcarga,PARINACOTA JOYAS SANTIAGO,Santiago,-70.64959414,-33.43701291
93780,Fullcarga,PROIN SANTIAGO,Santiago,-70.66764629629628,-33.44529657407408
93785,Fullcarga,LOS TOPOS,Santiago,-70.65617722222223,-33.47282291666667
93787,Fullcarga,VANESSA,Santiago,-70.676811008,-33.468377989000004
93804,Fullcarga,DIARIOS Y REVISTAS,Santiago,-70.6451058333333,-33.4430225
93821,Fullcarga,OASIS,La Florida,-70.57963397182729,-33.5589533859661
93835,Fullcarga,GABE,La Pintana,-70.64853575757577,-33.56257954545453
93837,Fullcarga,LA CASERITA,Quilicura,-70.71783833684873,-33.37197094594763
93844,Fullcarga,CAVA,Puente Alto,-70.55969,-33.5571916666667
93845,Fullcarga,MARIA ANGELICA,Pudahuel,-70.75055553030305,-33.43244045454544
93857,Fullcarga,KIOSKO CRISTIAN,Providencia,-70.5975639814815,-33.4449563888889
93900,Fullcarga,ALEJANDRA,La Reina,-70.531267,-33.453732
93986,Fullcarga,KIOSKO,Providencia,-70.61086053599999,-33.42365639666667
93990,Fullcarga,VICTORIA ILUSION,Independencia,-70.66178335893305,-33.401024028744615
93993,Fullcarga,JORGE RUBIO,Macul,-70.60767074606538,-33.490826202087284
94022,Fullcarga,KAMMY,El Bosque,-70.66863322396817,-33.643034543724234
94042,Fullcarga,MICHAEL,Pudahuel,-70.75208869432991,-33.46022417055632
94061,Fullcarga,EL PROGRESO,Recoleta,-70.637065,-33.404051666666696
94066,Fullcarga,CATITA,Cerro Navia,-70.7355095278729,-33.4193215653482
94097,Fullcarga,PILEN DE CAUQUENES,Independencia,-70.6567611986075,-33.420795717844754
94098,Fullcarga,LAURA PAMELA,Independencia,-70.65406300813008,-33.42510686991869
94103,Fullcarga,GIRASOL,Maipu,-70.77369006106713,-33.52131227300468
94109,Fullcarga,EL ROSARIO,San Bernardo,-70.6745988083543,-33.5922255345434
94110,Fullcarga,VIVIANA NOVOA QUEZADA,Maipu,-70.78322806347566,-33.507436523392094
94120,Fullcarga,EL RUBIO,Recoleta,-70.650474,-33.431779
94122,Fullcarga,RSV ENTRETENIMIENTOS EIRL (S),Lo Prado,-70.72020054330284,-33.44400662169373
94126,Fullcarga,MARTA SANTIBAÑEZ,San Joaquin,-70.62677643660969,-33.498428532051285
94131,Fullcarga,JUDITH,Independencia,-70.66170154761906,-33.40542726190476
94133,Fullcarga,LAS PRINCESAS,San Miguel,-70.6519126102067,-33.51605333167447
94137,Fullcarga,JUANITO,Macul,-70.58809761914253,-33.4952676732168
94147,Fullcarga,CORAOS,Maipu,-70.78620500000001,-33.50752296568626
94153,Fullcarga,NANYVAN,Maipu,-70.74764979011904,-33.497385837380946
94154,Fullcarga,RSV ENTRETENIMIENTOS EIRL (S),Pudahuel,-70.75296207095674,-33.44018045326545
94157,Fullcarga,LA PUNTA DE DIAMANTE,Conchali,-70.67109021739131,-33.38065297101448
94159,Fullcarga,TIENDA UPA!-SHELL  (F.149),Huechuraba,-70.67056061707859,-33.360210038962
94181,Fullcarga,EL TATA NANO,Estacion Central,-70.69294644927538,-33.47385079710144
94182,Fullcarga,SANTA TERESITA PENALOLEN,Peñalolen,-70.56046365079365,-33.46630710317461
94191,Fullcarga,URIEL ORDOÑES,Vitacura,-70.56461063541606,-33.386879391259605
94200,Fullcarga,SUPER MARIO,La Granja,-70.63608583333333,-33.52095416666665
94201,Fullcarga,LAS PEQUES,Las Condes,-70.53752150024262,-33.41222813233223
94220,Fullcarga,SANDRA TAPIA,Huechuraba,-70.62690822114223,-33.37711113888245
94222,Fullcarga,ESTESY Y BENJY,Quilicura,-70.74645902,-33.36515202
94226,Fullcarga,LA BOTICA CUBANA,Recoleta,-70.64636242800366,-33.4280649501528
94229,Fullcarga,EL BROTHER,Macul,-70.5826709649123,-33.4876654385965
94252,Fullcarga,KIOSCO,Ñuñoa,-70.58199050465899,-33.46962532723671
94254,Fullcarga,PLAZA LILLO,Ñuñoa,-70.6074331757347,-33.4581991801168
94258,Fullcarga,SANTA GEMITA,La Granja,-70.6288858660349,-33.5246587871556
94259,Fullcarga,COMERCIAL FRENTE FRIA,Las Condes,-70.508526899861,-33.4034207217379
94363,Fullcarga,FARMACIA LORENA,Las Condes,-70.56337088888887,-33.42530344444445
94364,Fullcarga,WELLA,Renca,-70.73760307192703,-33.40699402773937
94365,Fullcarga,NUEVO AMANECER,Maipu,-70.7858708665093,-33.5406041964021
94376,Fullcarga,GIPSLIN,Maipu,-70.75096111100001,-33.505913414
94379,Fullcarga,DONDE CARLITOS,Huechuraba,-70.6873592120352,-33.3600988426763
94380,Fullcarga,CONI,Maipu,-70.77231857142857,-33.50092595238096
94389,Fullcarga,FLORES HERMANOS,Recoleta,-70.6511355996637,-33.426135542059896
94390,Fullcarga,MA Y CE,Peñalolen,-70.554451,-33.473887
94399,Fullcarga,DELMA,Santiago,-70.6466500114554,-33.4592881285244
94401,Fullcarga,DONDE JUANITO CONCHALI,Conchali,-70.66154426,-33.38941315
94405,Fullcarga,JANO,Peñalolen,-70.56067175,-33.4725138333333
94410,Fullcarga,JORGE ORTIZ,Santiago,-70.64657125,-33.4392561944444
94413,Fullcarga,KATALINA,Renca,-70.74158569444441,-33.409212685185196
94420,Fullcarga,CARMELO,Cerro Navia,-70.7357328947368,-33.429249122807
94441,Fullcarga,LO ALMENDRO LTDA.,Ñuñoa,-70.6119503942558,-33.4620694163957
94511,Fullcarga,PIN PON,Maipu,-70.782127,-33.505787
94513,Fullcarga,DYLAN Y JAVIERA,Lo Espejo,-70.681617,-33.508611
94547,Fullcarga,LOS VINEDOS DEL CONSISTORIAL,Ñuñoa,-70.58563183,-33.45145725
94550,Fullcarga,AIRE,Puente Alto,-70.6969339254872,-33.6401920382913
94551,Fullcarga,ISRAEL,San Joaquin,-70.62858748,-33.50879049
94553,Fullcarga,AYLIN,La Reina,-70.53815780533216,-33.451845776230265
94556,Fullcarga,PATO  ,Pudahuel,-70.76142709677421,-33.462754139785
94557,Fullcarga,ERBI - PROVIDENCIA,Providencia,-70.5957698,-33.44272855
94558,Fullcarga,ERBI - CERRILLOS (LOS ESTUDIANTES),Cerrillos,-70.71910203346415,-33.51120141580067
94559,Fullcarga,ERBI - CONCHALI,Conchali,-70.6889545833333,-33.367235833333304
94560,Fullcarga,ERBI - MACUL,Macul,-70.59957620897717,-33.4809704156658
94561,Fullcarga,ERBI - LAS CONDES 2,Las Condes,-70.59841948655591,-33.418563161302096
94562,Fullcarga,ERBI - PEDRO AGUIRRE CERDA,Pedro Aguirre Cerda,-70.67598539752379,-33.480144361128
94563,Fullcarga,ERBI - SAN DIEGO,Santiago,-70.64996314440913,-33.45345471620349
94564,Fullcarga,ERBI - SAN DIEGO 2,Santiago,-70.6494627777778,-33.4576433333333
